compound	component	position	totalComponents
DetermineFeasibilityRequirements	Feasibility	1	3
DetermineFeasibilityRequirements	Requirements	2	3
DetermineSolarSystemNeeds	Determine	0	4
DetermineSolarSystemNeeds	Solar	1	4
DetermineSolarSystemNeeds	System	2	4
DetermineSolarSystemNeeds	Needs	3	4
SolarEnergySystemInstallation	Solar	0	4
SolarEnergySystemInstallation	Energy	1	4
SolarEnergySystemInstallation	System	2	4
SolarEnergySystemInstallation	Installation	3	4
PressureTests	Pressure	0	2
PressureTests	Tests	1	2
DefectiveSections	Defective	0	2
DefectiveSections	Sections	1	2
AssembledVesselsComponents	Assembled	0	3
AssembledVesselsComponents	Vessels	1	3
AssembledVesselsComponents	Components	2	3
IndividualComponents	Individual	0	2
IndividualComponents	Components	1	2
PowerHammers	Power	0	2
PowerHammers	Hammers	1	2
PressureVesselEquipment	Pressure	0	3
PressureVesselEquipment	Vessel	1	3
PressureVesselEquipment	Equipment	2	3
CleaningSolvents	Cleaning	0	2
CleaningSolvents	Solvents	1	2
BentPressureVesselPlatesStructureParts	Bent	0	6
BentPressureVesselPlatesStructureParts	Pressure	1	6
BentPressureVesselPlatesStructureParts	Vessel	2	6
BentPressureVesselPlatesStructureParts	Plates	3	6
BentPressureVesselPlatesStructureParts	Structure	4	6
BentPressureVesselPlatesStructureParts	Parts	5	6
WeldPressureVesselStructuresPartsTogether	Weld	0	6
WeldPressureVesselStructuresPartsTogether	Pressure	1	6
WeldPressureVesselStructuresPartsTogether	Vessel	2	6
WeldPressureVesselStructuresPartsTogether	Structures	3	6
WeldPressureVesselStructuresPartsTogether	Parts	4	6
WeldPressureVesselStructuresPartsTogether	Together	5	6
FeedwaterConnections	Feedwater	0	2
FeedwaterConnections	Connections	1	2
WaterTubeBoilers	Water	0	3
WaterTubeBoilers	Tube	1	3
WaterTubeBoilers	Boilers	2	3
LargeVessels	Large	0	2
LargeVessels	Vessels	1	2
RefractoryBricksHeat	Refractory	0	3
RefractoryBricksHeat	Bricks	1	3
RefractoryBricksHeat	Heat	2	3
OtherHeat	Other	0	2
OtherHeat	Heat	1	2
PatternsFoundations	Patterns	0	2
PatternsFoundations	Foundations	1	2
SmoothMortar	Smooth	0	2
SmoothMortar	Mortar	1	2
AttractiveFinish	Attractive	0	2
AttractiveFinish	Finish	1	2
BuildShells	Build	0	2
BuildShells	Shells	1	2
ChimneysSmokestacks	Chimneys	0	2
ChimneysSmokestacks	Smokestacks	1	2
LineRelineIndustrialFurnaces	Line	0	4
LineRelineIndustrialFurnaces	Reline	1	4
LineRelineIndustrialFurnaces	Industrial	2	4
LineRelineIndustrialFurnaces	Furnaces	3	4
TruckBed	Truck	0	2
TruckBed	Bed	1	2
GuideStone	Guide	0	2
GuideStone	Stone	1	2
MarbleOrnamentalStoneAnchorBrackets	Marble	0	5
MarbleOrnamentalStoneAnchorBrackets	Ornamental	1	5
MarbleOrnamentalStoneAnchorBrackets	Stone	2	5
MarbleOrnamentalStoneAnchorBrackets	Anchor	3	5
MarbleOrnamentalStoneAnchorBrackets	Brackets	4	5
RemoveMoldPaper	Remove	0	3
RemoveMoldPaper	Mold	1	3
RemoveMoldPaper	Paper	2	3
EstablishedSafetyRulesSafeEnvironment	Established	0	5
EstablishedSafetyRulesSafeEnvironment	Safety	1	5
EstablishedSafetyRulesSafeEnvironment	Rules	2	5
EstablishedSafetyRulesSafeEnvironment	Safe	3	5
EstablishedSafetyRulesSafeEnvironment	Environment	4	5
RegulationsSafeEnvironment	Regulations	0	3
RegulationsSafeEnvironment	Safe	1	3
RegulationsSafeEnvironment	Environment	2	3
MarkingGauge	Marking	0	2
MarkingGauge	Gauge	1	2
MakeFrameworksUsingHandToolsWoodScrews	Make	0	7
MakeFrameworksUsingHandToolsWoodScrews	Frameworks	1	7
MakeFrameworksUsingHandToolsWoodScrews	Using	2	7
MakeFrameworksUsingHandToolsWoodScrews	Hand	3	7
MakeFrameworksUsingHandToolsWoodScrews	Tools	4	7
MakeFrameworksUsingHandToolsWoodScrews	Wood	5	7
MakeFrameworksUsingHandToolsWoodScrews	Screws	6	7
SpecifiedMeasurements	Specified	0	2
SpecifiedMeasurements	Measurements	1	2
AssemblingStructuresAboveGroundLevel	Assembling	0	5
AssemblingStructuresAboveGroundLevel	Structures	1	5
AssemblingStructuresAboveGroundLevel	Above	2	5
AssemblingStructuresAboveGroundLevel	Ground	3	5
AssemblingStructuresAboveGroundLevel	Level	4	5
StructuresSuchAsWindows	Structures	0	4
StructuresSuchAsWindows	Such	1	4
StructuresSuchAsWindows	As	2	4
StructuresSuchAsWindows	Windows	3	4
PresentWrittenProgressReports	Present	0	4
PresentWrittenProgressReports	Written	1	4
PresentWrittenProgressReports	Progress	2	4
PresentWrittenProgressReports	Reports	3	4
JobRecordsWorkCrew	Job	0	4
JobRecordsWorkCrew	Records	1	4
JobRecordsWorkCrew	Work	2	4
JobRecordsWorkCrew	Crew	3	4
ScheduleWorkCrew	Schedule	0	3
ScheduleWorkCrew	Work	1	3
ScheduleWorkCrew	Crew	2	3
FormsOtherStructures	Forms	0	3
FormsOtherStructures	Other	1	3
FormsOtherStructures	Structures	2	3
BuildingPaper	Building	0	2
BuildingPaper	Paper	1	2
KeepOutMoistureLayHardwood	Keep	0	5
KeepOutMoistureLayHardwood	Out	1	5
KeepOutMoistureLayHardwood	Moisture	2	5
KeepOutMoistureLayHardwood	Lay	3	5
KeepOutMoistureLayHardwood	Hardwood	4	5
SpecialAreas	Special	0	2
SpecialAreas	Areas	1	2
ElectricalWiringWork	Electrical	0	3
ElectricalWiringWork	Wiring	1	3
ElectricalWiringWork	Work	2	3
WoodworkWallboard	Woodwork	0	2
WoodworkWallboard	Wallboard	1	2
HousesBuildings	Houses	0	2
HousesBuildings	Buildings	1	2
RemoveHazardousMaterial	Remove	0	3
RemoveHazardousMaterial	Hazardous	1	3
RemoveHazardousMaterial	Material	2	3
MinorPlumbing	Minor	0	2
MinorPlumbing	Plumbing	1	2
ConcreteMixingWork	Concrete	0	3
ConcreteMixingWork	Mixing	1	3
ConcreteMixingWork	Work	2	3
CorrectImperfectionsMightShowThroughCarpetCauseCarpet	Correct	0	8
CorrectImperfectionsMightShowThroughCarpetCauseCarpet	Imperfections	1	8
CorrectImperfectionsMightShowThroughCarpetCauseCarpet	Might	2	8
CorrectImperfectionsMightShowThroughCarpetCauseCarpet	Show	3	8
CorrectImperfectionsMightShowThroughCarpetCauseCarpet	Through	4	8
CorrectImperfectionsMightShowThroughCarpetCauseCarpet	Carpet	5	8
CorrectImperfectionsMightShowThroughCarpetCauseCarpet	Cause	6	8
CorrectImperfectionsMightShowThroughCarpetCauseCarpet	Carpet	7	8
WearUnevenly	Wear	0	2
WearUnevenly	Unevenly	1	2
CarpetSeamEdgesWhereNecessary	Carpet	0	5
CarpetSeamEdgesWhereNecessary	Seam	1	5
CarpetSeamEdgesWhereNecessary	Edges	2	5
CarpetSeamEdgesWhereNecessary	Where	3	5
CarpetSeamEdgesWhereNecessary	Necessary	4	5
FitAlongWallEdges	Fit	0	4
FitAlongWallEdges	Along	1	4
FitAlongWallEdges	Wall	2	4
FitAlongWallEdges	Edges	3	4
PlacingSeams	Placing	0	2
PlacingSeams	Seams	1	2
BestAppearanceLongestWear	Best	0	4
BestAppearanceLongestWear	Appearance	1	4
BestAppearanceLongestWear	Longest	2	4
BestAppearanceLongestWear	Wear	3	4
WallsEnsureSmoothSurface	Walls	0	4
WallsEnsureSmoothSurface	Ensure	1	4
WallsEnsureSmoothSurface	Smooth	2	4
WallsEnsureSmoothSurface	Surface	3	4
FloorsUsingAdhesive	Floors	0	3
FloorsUsingAdhesive	Using	1	3
FloorsUsingAdhesive	Adhesive	2	3
BeforeInstallation	Before	0	2
BeforeInstallation	Installation	1	2
BeCarpetedUseOldStrips	Be	0	5
BeCarpetedUseOldStrips	Carpeted	1	5
BeCarpetedUseOldStrips	Use	2	5
BeCarpetedUseOldStrips	Old	3	5
BeCarpetedUseOldStrips	Strips	4	5
AttachEdges	Attach	0	2
AttachEdges	Edges	1	2
NewCarpet	New	0	2
NewCarpet	Carpet	1	2
SizePadding	Size	0	2
SizePadding	Padding	1	2
InstallPadding	Install	0	2
InstallPadding	Padding	1	2
DoorOpeningsWhereCarpetMeetsFlooring	Door	0	6
DoorOpeningsWhereCarpetMeetsFlooring	Openings	1	6
DoorOpeningsWhereCarpetMeetsFlooring	Where	2	6
DoorOpeningsWhereCarpetMeetsFlooring	Carpet	3	6
DoorOpeningsWhereCarpetMeetsFlooring	Meets	4	6
DoorOpeningsWhereCarpetMeetsFlooring	Flooring	5	6
HoldCarpet	Hold	0	2
HoldCarpet	Carpet	1	2
BuildingDiagramsDimensions	Building	0	3
BuildingDiagramsDimensions	Diagrams	1	3
BuildingDiagramsDimensions	Dimensions	2	3
RecordDimensions	Record	0	2
RecordDimensions	Dimensions	1	2
BeCarpetedOldCarpetPadding	Be	0	5
BeCarpetedOldCarpetPadding	Carpeted	1	5
BeCarpetedOldCarpetPadding	Old	2	5
BeCarpetedOldCarpetPadding	Carpet	3	5
BeCarpetedOldCarpetPadding	Padding	4	5
RemoveOldCarpetPadding	Remove	0	4
RemoveOldCarpetPadding	Old	1	4
RemoveOldCarpetPadding	Carpet	2	4
RemoveOldCarpetPadding	Padding	3	4
BindMaterial	Bind	0	2
BindMaterial	Material	1	2
FacilitateAlignment	Facilitate	0	2
FacilitateAlignment	Alignment	1	2
DetermineWorkActivities	Determine	0	3
DetermineWorkActivities	Work	1	3
DetermineWorkActivities	Activities	2	3
GreenCertifiedConstructionPractices	Green	0	4
GreenCertifiedConstructionPractices	Certified	1	4
GreenCertifiedConstructionPractices	Construction	2	4
GreenCertifiedConstructionPractices	Practices	3	4
InstallingErosionSedimentationControlMechanisms	Installing	0	5
InstallingErosionSedimentationControlMechanisms	Erosion	1	5
InstallingErosionSedimentationControlMechanisms	Sedimentation	2	5
InstallingErosionSedimentationControlMechanisms	Control	3	5
InstallingErosionSedimentationControlMechanisms	Mechanisms	4	5
TrafficPassing	Traffic	0	2
TrafficPassing	Passing	1	2
WorkZones	Work	0	2
WorkZones	Zones	1	2
StormDrainPipes	Storm	0	3
StormDrainPipes	Drain	1	3
StormDrainPipes	Pipes	2	3
FreshlyPouredCementConcrete	Freshly	0	4
FreshlyPouredCementConcrete	Poured	1	4
FreshlyPouredCementConcrete	Cement	2	4
FreshlyPouredCementConcrete	Concrete	3	4
CraftWorkers	Craft	0	2
CraftWorkers	Workers	1	2
SalvageUsefulMaterials	Salvage	0	3
SalvageUsefulMaterials	Useful	1	3
SalvageUsefulMaterials	Materials	2	3
CreateCompounds	Create	0	2
CreateCompounds	Compounds	1	2
CleaningSurfaces	Cleaning	0	2
CleaningSurfaces	Surfaces	1	2
HandGuns	Hand	0	2
HandGuns	Guns	1	2
CaulkingGuns	Caulking	0	2
CaulkingGuns	Guns	1	2
PumpConcrete	Pump	0	2
PumpConcrete	Concrete	1	2
BuildingsStructures	Buildings	0	2
BuildingsStructures	Structures	1	2
BoardsPanelsOverCracks	Boards	0	4
BoardsPanelsOverCracks	Panels	1	4
BoardsPanelsOverCracks	Over	2	4
BoardsPanelsOverCracks	Cracks	3	4
SealingCompound	Sealing	0	2
SealingCompound	Compound	1	2
HolesSurfacesSmooth	Holes	0	3
HolesSurfacesSmooth	Surfaces	1	3
HolesSurfacesSmooth	Smooth	2	3
MakeSurfacesSmooth	Make	0	3
MakeSurfacesSmooth	Surfaces	1	3
MakeSurfacesSmooth	Smooth	2	3
PlasterboardOtherWallboard	Plasterboard	0	3
PlasterboardOtherWallboard	Other	1	3
PlasterboardOtherWallboard	Wallboard	2	3
PrepareWallSurfaces	Prepare	0	3
PrepareWallSurfaces	Wall	1	3
PrepareWallSurfaces	Surfaces	2	3
PaintingPapering	Painting	0	2
PaintingPapering	Papering	1	2
CementingMaterial	Cementing	0	2
CementingMaterial	Material	1	2
NicksCracks	Nicks	0	2
NicksCracks	Cracks	1	2
PlasterboardWallboard	Plasterboard	0	2
PlasterboardWallboard	Wallboard	1	2
HandPortableElectricMixers	Hand	0	4
HandPortableElectricMixers	Portable	1	4
HandPortableElectricMixers	Electric	2	4
HandPortableElectricMixers	Mixers	3	4
PortableElectricMixers	Portable	0	3
PortableElectricMixers	Electric	1	3
PortableElectricMixers	Mixers	2	3
HighCeilings	High	0	2
HighCeilings	Ceilings	1	2
CorrectSealingCompound	Correct	0	3
CorrectSealingCompound	Sealing	1	3
CorrectSealingCompound	Compound	2	3
WallsBeforeApplyingSealingCompounds	Walls	0	5
WallsBeforeApplyingSealingCompounds	Before	1	5
WallsBeforeApplyingSealingCompounds	Applying	2	5
WallsBeforeApplyingSealingCompounds	Sealing	3	5
WallsBeforeApplyingSealingCompounds	Compounds	4	5
ExtraCompound	Extra	0	2
ExtraCompound	Compound	1	2
SurfacesHaveBeenCoveredSufficiently	Surfaces	0	5
SurfacesHaveBeenCoveredSufficiently	Have	1	5
SurfacesHaveBeenCoveredSufficiently	Been	2	5
SurfacesHaveBeenCoveredSufficiently	Covered	3	5
SurfacesHaveBeenCoveredSufficiently	Sufficiently	4	5
MetalMolding	Metal	0	2
MetalMolding	Molding	1	2
WallCorners	Wall	0	2
WallCorners	Corners	1	2
SecureWallboard	Secure	0	2
SecureWallboard	Wallboard	1	2
EnsureTheyWillWorkRemainDurable	Ensure	0	6
EnsureTheyWillWorkRemainDurable	They	1	6
EnsureTheyWillWorkRemainDurable	Will	2	6
EnsureTheyWillWorkRemainDurable	Work	3	6
EnsureTheyWillWorkRemainDurable	Remain	4	6
EnsureTheyWillWorkRemainDurable	Durable	5	6
WillRemainDurable	Will	0	3
WillRemainDurable	Remain	1	3
WillRemainDurable	Durable	2	3
DriedCementBetweenApplications	Dried	0	4
DriedCementBetweenApplications	Cement	1	4
DriedCementBetweenApplications	Between	2	4
DriedCementBetweenApplications	Applications	3	4
MechanicalApplicatorsSpreadCompoundsTape	Mechanical	0	5
MechanicalApplicatorsSpreadCompoundsTape	Applicators	1	5
MechanicalApplicatorsSpreadCompoundsTape	Spread	2	5
MechanicalApplicatorsSpreadCompoundsTape	Compounds	3	5
MechanicalApplicatorsSpreadCompoundsTape	Tape	4	5
ToolsSuchAsPowerConstructionEquipment	Tools	0	6
ToolsSuchAsPowerConstructionEquipment	Such	1	6
ToolsSuchAsPowerConstructionEquipment	As	2	6
ToolsSuchAsPowerConstructionEquipment	Power	3	6
ToolsSuchAsPowerConstructionEquipment	Construction	4	6
ToolsSuchAsPowerConstructionEquipment	Equipment	5	6
CurrentElectrician'sLicenseCard	Current	0	4
CurrentElectrician'sLicenseCard	Electrician's	1	4
CurrentElectrician'sLicenseCard	License	2	4
CurrentElectrician'sLicenseCard	Card	3	4
IdentificationCard	Identification	0	2
IdentificationCard	Card	1	2
IdentifyHazards	Identify	0	2
IdentifyHazards	Hazards	1	2
AdjustmentRepair	Adjustment	0	2
AdjustmentRepair	Repair	1	2
GroundLeadsPowerCables	Ground	0	4
GroundLeadsPowerCables	Leads	1	4
GroundLeadsPowerCables	Power	2	4
GroundLeadsPowerCables	Cables	3	4
ConnectPowerCables	Connect	0	3
ConnectPowerCables	Power	1	3
ConnectPowerCables	Cables	2	3
WhetherContinuedOperation	Whether	0	3
WhetherContinuedOperation	Continued	1	3
WhetherContinuedOperation	Operation	2	3
EquipmentCouldBeHazardous	Equipment	0	4
EquipmentCouldBeHazardous	Could	1	4
EquipmentCouldBeHazardous	Be	2	4
EquipmentCouldBeHazardous	Hazardous	3	4
FabricateParts	Fabricate	0	2
FabricateParts	Parts	1	2
BusinessManagementDuties	Business	0	3
BusinessManagementDuties	Management	1	3
BusinessManagementDuties	Duties	2	3
MetalPlasticBoxes	Metal	0	3
MetalPlasticBoxes	Plastic	1	3
MetalPlasticBoxes	Boxes	2	3
HouseElectricalSwitchesOutlets	House	0	4
HouseElectricalSwitchesOutlets	Electrical	1	4
HouseElectricalSwitchesOutlets	Switches	2	4
HouseElectricalSwitchesOutlets	Outlets	3	4
OperatingFloodlightsPlacingFlares	Operating	0	4
OperatingFloodlightsPlacingFlares	Floodlights	1	4
OperatingFloodlightsPlacingFlares	Placing	2	4
OperatingFloodlightsPlacingFlares	Flares	3	4
WallsUsingPlumbLinesLevels	Walls	0	5
WallsUsingPlumbLinesLevels	Using	1	5
WallsUsingPlumbLinesLevels	Plumb	2	5
WallsUsingPlumbLinesLevels	Lines	3	5
WallsUsingPlumbLinesLevels	Levels	4	5
MetalSashesMoldings	Metal	0	3
MetalSashesMoldings	Sashes	1	3
MetalSashesMoldings	Moldings	2	3
GlassInstallation	Glass	0	2
GlassInstallation	Installation	1	2
InstallationSitesMirrors	Installation	0	3
InstallationSitesMirrors	Sites	1	3
InstallationSitesMirrors	Mirrors	2	3
UnloadMirrors	Unload	0	2
UnloadMirrors	Mirrors	1	2
MarkOutlines	Mark	0	2
MarkOutlines	Outlines	1	2
WoodSashesFrames	Wood	0	3
WoodSashesFrames	Sashes	1	3
WoodSashesFrames	Frames	2	3
CuttersWheels	Cutters	0	2
CuttersWheels	Wheels	1	2
NotchedTools	Notched	0	2
NotchedTools	Tools	1	2
RestingIt	Resting	0	2
RestingIt	It	1	2
RackEdgesCuttingTablesBrushingThinLayer	Rack	0	7
RackEdgesCuttingTablesBrushingThinLayer	Edges	1	7
RackEdgesCuttingTablesBrushingThinLayer	Cutting	2	7
RackEdgesCuttingTablesBrushingThinLayer	Tables	3	7
RackEdgesCuttingTablesBrushingThinLayer	Brushing	4	7
RackEdgesCuttingTablesBrushingThinLayer	Thin	5	7
RackEdgesCuttingTablesBrushingThinLayer	Layer	6	7
AgainstCuttingTablesBrushingThinLayer	Against	0	6
AgainstCuttingTablesBrushingThinLayer	Cutting	1	6
AgainstCuttingTablesBrushingThinLayer	Tables	2	6
AgainstCuttingTablesBrushingThinLayer	Brushing	3	6
AgainstCuttingTablesBrushingThinLayer	Thin	4	6
AgainstCuttingTablesBrushingThinLayer	Layer	5	6
ClearWorkSitesFloorsFurnishings	Clear	0	5
ClearWorkSitesFloorsFurnishings	Work	1	5
ClearWorkSitesFloorsFurnishings	Sites	2	5
ClearWorkSitesFloorsFurnishings	Floors	3	5
ClearWorkSitesFloorsFurnishings	Furnishings	4	5
CoverFloorsFurnishings	Cover	0	3
CoverFloorsFurnishings	Floors	1	3
CoverFloorsFurnishings	Furnishings	2	3
DetermineProjectRequirementsProvideCostEstimates	Determine	0	6
DetermineProjectRequirementsProvideCostEstimates	Project	1	6
DetermineProjectRequirementsProvideCostEstimates	Requirements	2	6
DetermineProjectRequirementsProvideCostEstimates	Provide	3	6
DetermineProjectRequirementsProvideCostEstimates	Cost	4	6
DetermineProjectRequirementsProvideCostEstimates	Estimates	5	6
CementSections	Cement	0	2
CementSections	Sections	1	2
StainedGlassTogether	Stained	0	3
StainedGlassTogether	Glass	1	3
StainedGlassTogether	Together	2	3
PaintingDesigns	Painting	0	2
PaintingDesigns	Designs	1	2
ProtectInsulation	Protect	0	2
ProtectInsulation	Insulation	1	2
WeatherConditionsDamage	Weather	0	3
WeatherConditionsDamage	Conditions	1	3
WeatherConditionsDamage	Damage	2	3
PhysicalDamage	Physical	0	2
PhysicalDamage	Damage	1	2
BrushesRollers	Brushes	0	2
BrushesRollers	Rollers	1	2
RemoveWrinklesBubbles	Remove	0	3
RemoveWrinklesBubbles	Wrinkles	1	3
RemoveWrinklesBubbles	Bubbles	2	3
SmoothJoints	Smooth	0	2
SmoothJoints	Joints	1	2
CeilingsBaseboards	Ceilings	0	2
CeilingsBaseboards	Baseboards	1	2
AlignStrips	Align	0	2
AlignStrips	Strips	1	2
DecorativeWallpaperFabric	Decorative	0	3
DecorativeWallpaperFabric	Wallpaper	1	3
DecorativeWallpaperFabric	Fabric	2	3
PaperStrips	Paper	0	2
PaperStrips	Strips	1	2
DunkStrips	Dunk	0	2
DunkStrips	Strips	1	2
PrepastedWallcovering	Prepasted	0	2
PrepastedWallcovering	Wallcovering	1	2
OtherSurfaceImperfectionsPreparatory	Other	0	4
OtherSurfaceImperfectionsPreparatory	Surface	1	4
OtherSurfaceImperfectionsPreparatory	Imperfections	2	4
OtherSurfaceImperfectionsPreparatory	Preparatory	3	4
SurfacesWorkOrders	Surfaces	0	3
SurfacesWorkOrders	Work	1	3
SurfacesWorkOrders	Orders	2	3
ReviewWorkOrders	Review	0	3
ReviewWorkOrders	Work	1	3
ReviewWorkOrders	Orders	2	3
SealSurfacesAdhesion	Seal	0	3
SealSurfacesAdhesion	Surfaces	1	3
SealSurfacesAdhesion	Adhesion	2	3
MaximizeAdhesion	Maximize	0	2
MaximizeAdhesion	Adhesion	1	2
OldPaper	Old	0	2
OldPaper	Paper	1	2
WaterproofPorousSurfaces	Waterproof	0	3
WaterproofPorousSurfaces	Porous	1	3
WaterproofPorousSurfaces	Surfaces	2	3
PastingMachines	Pasting	0	2
PastingMachines	Machines	1	2
AdvertisingPosters	Advertising	0	2
AdvertisingPosters	Posters	1	2
WaterSodaSolutions	Water	0	3
WaterSodaSolutions	Soda	1	3
WaterSodaSolutions	Solutions	2	3
AceticAcid	Acetic	0	2
AceticAcid	Acid	1	2
DampPlaster	Damp	0	2
DampPlaster	Plaster	1	2
PreventLime	Prevent	0	2
PreventLime	Lime	1	2
BleedingThroughPaper	Bleeding	0	3
BleedingThroughPaper	Through	1	3
BleedingThroughPaper	Paper	2	3
TrenchBases	Trench	0	2
TrenchBases	Bases	1	2
DesiredDepths	Desired	0	2
DesiredDepths	Depths	1	2
EarthOtherMaterials	Earth	0	3
EarthOtherMaterials	Other	1	3
EarthOtherMaterials	Materials	2	3
PipePiecesJoints	Pipe	0	3
PipePiecesJoints	Pieces	1	3
PipePiecesJoints	Joints	2	3
IntroduceAuxiliaryLines	Introduce	0	3
IntroduceAuxiliaryLines	Auxiliary	1	3
IntroduceAuxiliaryLines	Lines	2	3
MechanizedEquipment	Mechanized	0	2
MechanizedEquipment	Equipment	1	2
ExistingPipesNeedingRepairUsingMagneticIndicators	Existing	0	7
ExistingPipesNeedingRepairUsingMagneticIndicators	Pipes	1	7
ExistingPipesNeedingRepairUsingMagneticIndicators	Needing	2	7
ExistingPipesNeedingRepairUsingMagneticIndicators	Repair	3	7
ExistingPipesNeedingRepairUsingMagneticIndicators	Using	4	7
ExistingPipesNeedingRepairUsingMagneticIndicators	Magnetic	5	7
ExistingPipesNeedingRepairUsingMagneticIndicators	Indicators	6	7
ProblemRoofs	Problem	0	2
ProblemRoofs	Roofs	1	2
DetermineBestRepairProcedures	Determine	0	4
DetermineBestRepairProcedures	Best	1	4
DetermineBestRepairProcedures	Repair	2	4
DetermineBestRepairProcedures	Procedures	3	4
RoofsPrior	Roofs	0	2
RoofsPrior	Prior	1	2
ApplyingRoofingMaterials	Applying	0	3
ApplyingRoofingMaterials	Roofing	1	3
ApplyingRoofingMaterials	Materials	2	3
ProvideSafeAccess	Provide	0	3
ProvideSafeAccess	Safe	1	3
ProvideSafeAccess	Access	2	3
LaborRequired	Labor	0	2
LaborRequired	Required	1	2
FlashingStrips	Flashing	0	2
FlashingStrips	Strips	1	2
MetalShingleOverJoints	Metal	0	4
MetalShingleOverJoints	Shingle	1	4
MetalShingleOverJoints	Over	2	4
MetalShingleOverJoints	Joints	3	4
MakeThemWatertight	Make	0	3
MakeThemWatertight	Them	1	3
MakeThemWatertight	Watertight	2	3
MaterialOverRoofInsulationSurfaces	Material	0	5
MaterialOverRoofInsulationSurfaces	Over	1	5
MaterialOverRoofInsulationSurfaces	Roof	2	5
MaterialOverRoofInsulationSurfaces	Insulation	3	5
MaterialOverRoofInsulationSurfaces	Surfaces	4	5
FitAnglesFormed	Fit	0	3
FitAnglesFormed	Angles	1	3
FitAnglesFormed	Formed	2	3
IntersectingRoofSurfaces	Intersecting	0	3
IntersectingRoofSurfaces	Roof	1	3
IntersectingRoofSurfaces	Surfaces	2	3
PlasticCoatings	Plastic	0	2
PlasticCoatings	Coatings	1	2
SlopedRoofsBeforeApplyingShingles	Sloped	0	5
SlopedRoofsBeforeApplyingShingles	Roofs	1	5
SlopedRoofsBeforeApplyingShingles	Before	2	5
SlopedRoofsBeforeApplyingShingles	Applying	3	5
SlopedRoofsBeforeApplyingShingles	Shingles	4	5
OverlappingStrips	Overlapping	0	2
OverlappingStrips	Strips	1	2
FormBases	Form	0	2
FormBases	Bases	1	2
ExteriorWalls	Exterior	0	2
ExteriorWalls	Walls	1	2
